state,district,candidate,party,votes,prop,winner,year
Colorado,6,"Crow, Jason",D,250314,0.5708766560312721,1,2020
Colorado,6,"House, Steve",R,175192,0.39955025737046523,0,2020
Colorado,6,"Olsen, Norm",LIB,9083,0.020715072535823185,0,2020
Colorado,6,"Kulikowski, Jaimie Lynn",UPC,3884,0.00885801406243942,0,2020
Colorado,7,"Perlmutter, Ed",D,250525,0.5912457165513401,1,2020
Colorado,7,"Stockham, Charles ""Casper""",R,159301,0.3759546308446064,0,2020
Colorado,7,"Biles, Ken",LIB,11510,0.027163908582001493,0,2020
Colorado,7,"Olszta, David",UPC,2355,0.00555786313732524,0,2020
Colorado,7,"Zorn, Steve",W,33,7.78808847268505e-5,0,2020
Connecticut,1,"Larson, John B.",D,213001,0.609903876164324,1,2020
Connecticut,1,"Larson, John B.",WF,9667,0.027680343148062777,1,2020
Connecticut,1,"Fay, Mary",R*,122111,0.3496508101947961,0,2020
Connecticut,1,"McCormick, Thomas E.",GRE,4458,0.012764970492817199,0,2020
Connecticut,2,"Courtney, Joe",D*,207303,0.5643247392792101,1,2020
Connecticut,2,"Courtney, Joe",WF,10816,0.029443550648297113,1,2020
Connecticut,2,"Anderson, Justin",R,140356,0.3820801585421958,0,2020
Connecticut,2,"Martineau, Cassandra",GRE,4960,0.013502219971852226,0,2020
Connecticut,2,"Reale, Daniel",LIB,3903,0.010624831562528072,0,2020
Connecticut,2,"Traceski, John M.",W,9,2.449999591666735e-5,0,2020
Connecticut,3,"DeLauro, Rosa L.",D,194259,0.5612751117441918,1,2020
Connecticut,3,"DeLauro, Rosa L.",WF,9006,0.026021155551959965,1,2020
Connecticut,3,"Streicker, Margaret",R,131568,0.380141171847687,0,2020
Connecticut,3,"Streicker, Margaret",IP,6030,0.017422559180359603,0,2020
Connecticut,3,"Paglino, Justin C.",GRE,5240,0.015140001675801712,0,2020
Connecticut,4,"Himes, Jim",D,224432,0.6221847658545782,1,2020
Connecticut,4,"Merlen, Brian",D/IP,5647,0.015654975105068806,0,2020
Connecticut,4,"Peng, Yusheng",W,10,2.7722640526064825e-5,0,2020
Connecticut,4,"Riddle, Jonathan",R*,130627,0.362132536399827,0,2020
Connecticut,5,"Hayes, Jahana",D,183797,0.5258494409539831,1,2020
Connecticut,5,"Hayes, Jahana",WF,8687,0.024853801169590642,1,2020
Connecticut,5,"Sullivan, David X.",R,151988,0.43484281479955594,0,2020
Connecticut,5,"Walczak, Bruce W.",IP,5052,0.014453943076870257,0,2020
Delaware,0,"Rochester, Lisa Blunt",D,281382,0.5762836135744568,1,2020
Delaware,0,"Murphy, Lee",R,196392,0.4022200831507158,0,2020
Delaware,0,"Purcell, Catherine S.",IDE,6682,0.013685051303582035,0,2020
Delaware,0,"Rogers, David L.",LIB,3814,0.007811251971245417,0,2020
District of Columbia,0,"Norton, Eleanor Holmes",D,281831,0.862958415368646,1,2020
District of Columbia,0,"Hynes, Patrick #",LIB,9678,0.029633757620480913,0,2020
District of Columbia,0,"Franklin, Barbara Washington",IND,7628,0.023356716587004382,0,2020
District of Columbia,0,"Musa, Omari",IND,6702,0.020521331222614493,0,2020
District of Columbia,0,"Stracuzzi, Natale Lino",DCG,5553,0.017003126272631796,0,2020
District of Columbia,0,"Krucoff, David",IND,5017,0.01536190969022037,0,2020
District of Columbia,0,"Lowery, Amir",IND,5001,0.015312918150446895,0,2020
District of Columbia,0,"Cheeks, John ""Recovery""",IND,2914,0.008922584181244201,0,2020
Florida,1,"Gaetz, Matt",R,283352,0.6460933687825211,1,2020
Florida,1,"Ehr, Phil",D,149172,0.3401389085237663,0,2020
Florida,1,"Oram, Albert",NPA,6038,0.013767722693712634,0,2020
Florida,2,"Dunn, Neal",R,305337,0.9786473674595111,1,2020
Florida,2,"O'Connor, Kim",W,6662,0.02135263254048891,0,2020
Florida,3,"Cammack, Kat",R,223075,0.5713996634229933,1,2020
Florida,3,"Christensen, Adam",D,167326,0.42860033657700675,0,2020
Florida,4,"Rutherford, John H.",R,308497,0.6109577375529766,1,2020
Florida,4,"Deegan, Donna",D,196423,0.3890026537806472,0,2020
Florida,4,"Koniz, Gary L.",W,20,3.960866637620311e-5,0,2020
Florida,5,"Lawson, Al",D,219463,0.6512776988067294,1,2020
Florida,5,"Adler, Gary",R,117510,0.3487223011932707,0,2020
Florida,6,"Waltz, Michael",R,265393,0.6061193634436892,1,2020
Florida,6,"Curtis, Clint",D,172305,0.3935197873273405,0,2020
Florida,6,"Nolan, John G. ""Gerry""",W,112,2.5579185851056055e-4,0,2020
Florida,6,"Grayson, Alan",W,46,1.0505737045969452e-4,0,2020
Florida,7,"Murphy, Stephanie",D,224946,0.553442129270831,1,2020
Florida,7,"Valentin, Leo",R,175750,0.43240357338805113,0,2020
Florida,7,"Garlington, William R.",NPA,5753,0.014154297341117828,0,2020
Florida,8,"Posey, Bill",R,282093,0.6135284087448998,1,2020
Florida,8,"Kennedy, Jim",D,177695,0.38647159125510017,0,2020
Florida,9,"Soto, Darren",D,240724,0.5602949459777766,1,2020
Florida,9,"Olson, William P. ""Bill""",R,188889,0.43964686550072385,0,2020
Florida,9,"Hill, Clay",W,25,5.818852149949493e-5,0,2020
Florida,10,"Demings, Val",D,239434,0.6361209042580042,1,2020
Florida,10,"Francois, Vennia",R,136889,0.3636824948126579,0,2020
Florida,10,"Yasmine, Sufiyah",W,74,1.9660092933790652e-4,0,2020
Florida,11,"Webster, Daniel",R,316979,0.6672216690908556,1,2020
Florida,11,"Cottrell, Dana Marie",D,158094,0.3327783309091445,0,2020
Florida,12,"Bilirakis, Gus Michael",R,284941,0.6288214329063083,1,2020
Florida,12,"Walker, Kimberly",D,168194,0.37117856709369174,0,2020
Florida,13,"Crist, Charlie",D,215405,0.5303908895044629,1,2020
Florida,13,"Luna, Anna Paulina",R,190713,0.46959187442289935,0,2020
Florida,13,"Curnow, Jacob",W,7,1.7236072637734686e-5,0,2020
Florida,14,"Castor, Kathy",D,224240,0.6025754025410065,1,2020
Florida,14,"Quinn, Christine Y.",R,147896,0.3974245974589935,0,2020
Florida,15,"Franklin, Scott",R,216374,0.5538522183627655,1,2020
Florida,15,"Cohn, Alan",D,174297,0.4461477816372344,0,2020
Florida,16,"Buchanan, Vern",R,269001,0.555002847215918,1,2020
Florida,16,"Good, Margaret",D,215683,0.444997152784082,0,2020
Florida,17,"Steube, Greg",R,266514,0.6462559135978195,1,2020
Florida,17,"Ellison, Allen",D,140487,0.340659607126143,0,2020
Florida,17,"Murray, Theodore ""Pink Tie""",NPA,5396,0.013084479276037411,0,2020
Florida,18,"Mast, Brian",R,253286,0.5632082184470337,1,2020
Florida,18,"Keith, Pam",D,186674,0.4150893889531264,0,2020
Florida,18,"Miller, K. W.",NPA,9760,0.0217023925998399,0,2020
Florida,19,"Donalds, Byron",R,272440,0.6127906898281335,1,2020
Florida,19,"Banyai, Cindy Lyn",D,172146,0.3872025623665903,0,2020
Florida,19,"Post, Patrick",W,3,6.7478052763338725e-6,0,2020
Florida,20,"Hastings, Alcee L.",D,253661,0.7867677391139826,1,2020
Florida,20,"Musselwhite, Greg",R,68748,0.21323226088601746,0,2020
Florida,21,"Frankel, Lois",D,237925,0.590248404214412,1,2020
Florida,21,"Loomer, Laura",R,157612,0.391006541914645,0,2020
Florida,21,"Malkemus, Charleston",NPA,7544,0.018715284065959965,0,2020
Florida,21,"Blass, Piotr",W,4,9.923268327656398e-6,0,2020
Florida,21,"Caravetta, Sylvia",W,8,1.9846536655312795e-5,0,2020
Florida,22,"Deutch, Ted",D,235764,0.5860155051862089,1,2020
Florida,22,"Pruden, James ""Jim""",R,166553,0.4139844948137911,0,2020
Florida,23,"Wasserman Schultz, Debbie",D,221239,0.5819077528432703,1,2020
Florida,23,"Spalding, Carla",R,158874,0.4178739387052994,0,2020
Florida,23,"Fugate, Demetrius ""DB""",W,37,9.731822533640544e-5,0,2020
Florida,23,"Olson, Jeff",W,46,1.2099022609390946e-4,0,2020
Florida,24,"Wilson, Frederica",D,218825,0.7555120529764741,1,2020
Florida,24,"Spicer, Lavern",R,59084,0.20399257003569973,0,2020
Florida,24,"Olivo, Christine Alexandria",NPA,11703,0.040405609761150124,0,2020
Florida,24,"Knepper, Howard",W,17,5.8693955903576185e-5,0,2020
Florida,24,"Rivera, Hector",W,9,3.107327077248151e-5,0,2020
Florida,25,"Diaz-Balart, Mario",R,NA,NA,1,2020
Florida,26,"Gimenez, Carlos",R,177223,0.5172430902139334,1,2020
Florida,26,"Mucarsel-Powell, Debbie",D,165407,0.4827569097860666,0,2020
Florida,27,"Salazar, Maria Elvira",R,176141,0.513568044318099,1,2020
Florida,27,"Shalala, Donna",D,166758,0.486210365186967,0,2020
Florida,27,"Polo, Frank E., Sr.",W,76,2.215904949340331e-4,0,2020
Georgia,1,"Carter, Earl L. ""Buddy""",R,189457,0.5834922003726574,1,2020
Georgia,1,"Griggs, Joyce Marie",D,135238,0.4165077996273426,0,2020
Georgia,2,"Bishop, Sanford",D,161397,0.5911241823362658,1,2020
Georgia,2,"Cole, Don",R,111620,0.40881355435586775,0,2020
Georgia,2,"Hill, JaMelle",W,17,6.226330786641957e-5,0,2020
Georgia,3,"Ferguson, Drew",R,241526,0.6504559434231575,1,2020
Georgia,3,"Almonord, Val",D,129792,0.3495440565768425,0,2020
Georgia,4,"Johnson, Henry C. ""Hank,"" Jr.",D,278906,0.8007660085156719,1,2020
Georgia,4,"Ezammudeen, Johsie Cruz",R,69393,0.19923399148432813,0,2020
Georgia,5,"Williams, Nikema",D,301857,0.8514934993497939,1,2020
Georgia,5,"Stanton-King, Angela",R,52646,0.14850650065020607,0,2020
Georgia,6,"McBath, Lucy",D,216775,0.5458897417301262,1,2020
Georgia,6,"Handel, Karen",R,180329,0.4541102582698739,0,2020
Georgia,7,"Bourdeaux, Carolyn",D,190900,0.5139125191135615,1,2020
Georgia,7,"McCormick, Rich",R,180564,0.48608748088643855,0,2020
Georgia,8,"Scott, Austin",R,198701,0.6451058883878278,1,2020
Georgia,8,"Holliday, Lindsay",D,109264,0.3547382740338882,0,2020
Georgia,8,"Cooper, James, III",W,48,1.5583757828403346e-4,0,2020
Georgia,9,"Clyde, Andrew",R,292750,0.7858068914794644,1,2020
Georgia,9,"Pandy, Devin",D,79797,0.21419310852053566,0,2020
Georgia,10,"Hice, Jody",R,235810,0.6231007858452725,1,2020
Georgia,10,"Johnson-Green, Tabitha",D,142636,0.3768992141547275,0,2020
Georgia,11,"Loudermilk, Barry",R,245259,0.6042618297928954,1,2020
Georgia,11,"Barrett, Dana",D,160623,0.3957381702071045,0,2020
Georgia,12,"Allen, Rick W.",R,181038,0.583807106762679,1,2020
Georgia,12,"Johnson, Liz",D,129061,0.416192893237321,0,2020
Georgia,13,"Scott, David",D,279045,0.7738739038554338,1,2020
Georgia,13,"Hites, Becky E.",R,81476,0.22595692519315994,0,2020
Georgia,13,"Cowen, Martin",W,61,1.6917095140633754e-4,0,2020
Georgia,14,"Greene, Marjorie Taylor",R,229827,0.7471011783827712,1,2020
Georgia,14,"Van Ausdal, Kevin",D,77798,0.25289882161722876,0,2020
Guam,0,"San Nicolas, Michael F.Q.",D,13326,0.4655859129341066,1,2020
Guam,0,"Underwood, Robert Anacletus",D,9309,0.32523932639228564,0,2020
Guam,0,"Castro, William Mendiola",R,5932,0.20725316190343093,0,2020
Hawaii,1,"Case, Ed",D,183245,0.7202092495863351,1,2020
Hawaii,1,"Curtis, Ron",R,71188,0.2797907504136649,0,2020
Hawaii,2,"Kahele, Kaiali'I (Kai)",D,171517,0.630340828071826,1,2020
Hawaii,2,"Akana, Joe",R,84027,0.3088069914958361,0,2020
Hawaii,2,"Tippens, Michelle Rose",LIB,6785,0.024935502127878515,0,2020
Hawaii,2,"Hoomanawanui, Jonathan",AAP,6453,0.023715371441591755,0,2020
Hawaii,2,"Burrus, Ron",N,2659,0.009772070767579804,0,2020
Hawaii,2,"Giuffre, John (Raghu)",AMS,661,0.0024292360952877963,0,2020
Idaho,1,"Fulcher, Russ",R,310736,0.6776106904853285,1,2020
Idaho,1,"Soto, Rudy",D,131380,0.28649558633683403,0,2020
Idaho,1,"Evans, Joe",LIB,16453,0.03587845853250061,0,2020
Idaho,1,Pro-Life,W,7,1.5264645336868916e-5,0,2020
Idaho,2,"Simpson, Mike",R,250669,0.6405516529400792,1,2020
Idaho,2,"Swisher, C. Aaron",D,124151,0.31725154791443605,0,2020
Idaho,2,"Pro-Life (a person, formerly known as Marvin Richardson)",CON,8573,0.021907173685837892,0,2020
Idaho,2,"Law, Idaho Sierra",LIB,7940,0.0202896254596469,0,2020
Illinois,1,"Rush, Bobby L.",D,239943,0.7380068466395795,1,2020
Illinois,1,"White, Philanise",R,85027,0.2615225622302944,0,2020
Illinois,1,"Pellegrini, Ruth",W,153,4.705911301261369e-4,0,2020
Illinois,2,"Kelly, Robin",D,234896,0.7881411095229467,1,2020
Illinois,2,"Raborn, Theresa J.",R,63142,0.21185889047705325,0,2020
Illinois,3,"Newman, Marie",D,172997,0.5637872823026384,1,2020
Illinois,3,"Fricilone, Mike",R,133851,0.4362127176973616,0,2020
Illinois,4,"Garcia, Jesus ""Chuy""",D,187219,0.8405383928130485,1,2020
Illinois,4,"Solorio, Jesus",R,35518,0.15946160718695143,0,2020
Illinois,5,"Quigley, Mike",D,255661,0.707670972760061,1,2020
Illinois,5,"Hanson, Tommy",R,96200,0.2662820984800884,0,2020
Illinois,5,"Wilda, Thomas J",GRE,9408,0.026041392749487226,0,2020
Illinois,5,"Rowder, Frank",W,2,5.5360103634114e-6,0,2020
Illinois,6,"Casten, Sean",D,213777,0.5281743904216708,1,2020
Illinois,6,"Ives, Jeanne",R,183891,0.45433567141942993,0,2020
Illinois,6,"Redpath, Bill",LIB,7079,0.017489938158899262,0,2020
Illinois,7,"Davis, Danny K.",D,249383,0.8041292627560234,1,2020
Illinois,7,"Cameron, Craig",R,41390,0.13346102254552958,0,2020
Illinois,7,"Jennings, Tracy",IND,19355,0.06240971469844709,0,2020
Illinois,8,"Krishnamoorthi, Raja",D,186251,0.7316068159856705,1,2020
Illinois,8,"Nelson, Preston Gabriel",LIB,68327,0.2683931840143296,0,2020
Illinois,9,"Schakowsky, Janice D.",D,262045,0.7098220332096324,1,2020
Illinois,9,"Sangari, Sargis",R,107125,0.29017796679036756,0,2020
Illinois,10,"Schneider, Brad",D,202402,0.6387459999873767,1,2020
Illinois,10,"Mukherjee, Valerie Ramirez",R,114442,0.36115932515763366,0,2020
Illinois,10,"Kopsick, Joseph W.",W,18,5.680491299380826e-5,0,2020
Illinois,10,"Rych, David",W,12,3.7869941995872174e-5,0,2020
Illinois,11,"Foster, Bill",D,194557,0.6329588746067533,1,2020
Illinois,11,"Laib, Rick",R,112807,0.3669988320531465,0,2020
Illinois,11,"Harlson, Jon",W,13,4.229334010026775e-5,0,2020
Illinois,12,"Bost, Mike",R,194839,0.6043093394868742,1,2020
Illinois,12,"Lenzi, Raymond C.",D,127577,0.3956906605131259,0,2020
Illinois,13,"Davis, Rodney",R,181373,0.5446293176706574,1,2020
Illinois,13,"Longdrigan, Betsy Dirksen",D,151648,0.4553706823293426,0,2020
Illinois,14,"Underwood, Lauren",D,203209,0.5066899055484076,1,2020
Illinois,14,"Oberweis, Jim",R,197835,0.49329014691361717,0,2020
Illinois,14,"Monack, Joseph",W,8,1.994753797512542e-5,0,2020
Illinois,15,"Miller, Mary",R,244947,0.7344605494353925,1,2020
Illinois,15,"Weaver, Erika C.",D,88559,0.26553945056460754,0,2020
Illinois,16,"Kinzinger, Adam",R,218839,0.6471482350018778,1,2020
Illinois,16,"Brzozowski, Dani",D,119313,0.35283106467667574,0,2020
Illinois,16,"McCullough, Braden",W,4,1.18287551122401e-5,0,2020
Illinois,16,"Jones, Roy",W,3,8.871566334180075e-6,0,2020
Illinois,17,"Bustos, Cheri",D,156011,0.5202187432267961,1,2020
Illinois,17,"King, Esther Joy",R,143863,0.479711232264626,0,2020
Illinois,17,"Parker, General",W,21,7.00245085780023e-5,0,2020
Illinois,18,"LaHood, Darin",R,261840,0.7040999895127178,1,2020
Illinois,18,"Petrilli, George",D,110039,0.29590001048728215,0,2020
Indiana,1,"Mrvan, Frank J.",D,185180,0.5663897622863575,1,2020
Indiana,1,"Leyva, Mark",R,132247,0.4044893989258231,0,2020
Indiana,1,"Strauss, Michael",LIB,9521,0.02912083878781947,0,2020
Indiana,2,"Walorski, Jackie",R,183601,0.614938640443718,1,2020
Indiana,2,"Hackett, Patricia (Pat)",D,114967,0.385061359556282,0,2020
Indiana,3,"Banks, Jim",R,220989,0.6783985313936105,1,2020
Indiana,3,"Coldiron, Chip",D,104762,0.32160146860638955,0,2020
Indiana,4,"Baird, Jim",R,225531,0.6662363558483376,1,2020
Indiana,4,"Mackey, Joe",D,112984,0.33376364415166243,0,2020
Indiana,5,"Spartz, Victoria",R,208212,0.5002378515518012,1,2020
Indiana,5,"Hale, Christina",D,191226,0.4594282913609433,0,2020
Indiana,5,"Tucker, Kenneth",LIB,16788,0.04033385708725548,0,2020
Indiana,6,"Pence, Greg",R,225319,0.6865023627948923,1,2020
Indiana,6,"Lake, Jeannine Lee",D,91103,0.2775727957149778,0,2020
Indiana,6,"Ferkinhoff, Tom",LIB,11791,0.03592484149012989,0,2020
Indiana,7,"Carson, André",D,176422,0.6243523682794938,1,2020
Indiana,7,"Smith, Susan Marie",R,106146,0.3756476317205062,0,2020
Indiana,8,"Bucshon, Larry D.",R,214643,0.6694685559405771,1,2020
Indiana,8,"Marsili, E. Thomasina",D,95691,0.2984589089162459,0,2020
Indiana,8,"Rodenberger, James D.",LIB,10283,0.08389765514090368,0,2020
Indiana,9,"Hollingsworth, Trey",R,222057,0.6184777098802913,1,2020
Indiana,9,"Ruff, Andy",D,122566,0.3413733365270529,0,2020
Indiana,9,"Millis, Tonya L.",LIB,14415,0.04014895359265593,0,2020
Iowa,1,"Hinson, Ashley",R,212088,0.5124520077609098,1,2020
Iowa,1,"Finkenauer, Abby",D,201347,0.4864993512439927,0,2020
Iowa,2,"Miller-Meeks, Mariannette",R,196964,0.4991168831168831,1,2020
Iowa,2,"Hart, Rita R.",D,196958,0.49910167880899586,0,2020
Iowa,3,"Axne, Cindy",D,219205,0.489354767416681,1,2020
Iowa,3,"Young, David",R,212997,0.4754959850160845,0,2020
Iowa,3,"Holder, Bryan Jack",LIB,15361,0.03429200329503267,0,2020
Iowa,4,"Feenstra, Randy",R,237369,0.6197268042044582,1,2020
Iowa,4,"Scholten, J.D.",D,144761,0.37794434784424913,0,2020
Kansas,1,"Mann, Tracey",R,208229,0.7115972141534129,1,2020
Kansas,1,"Barnett, Kali",D,84393,0.2884027858465871,0,2020
Kansas,2,"LaTurner, Jake",R,185464,0.5514591974785543,1,2020
Kansas,2,"De La Isla, Michelle",D,136650,0.4063155077828821,0,2020
Kansas,2,"Garrard, Robert",LIB,14201,0.04222529473856355,0,2020
Kansas,3,"Davids, Sharice L.",D,220049,0.5361582581660649,1,2020
Kansas,3,"Adkins, Amanda L.",R,178773,0.4355876204260047,0,2020
Kansas,3,"Hohe, Steven A.",LIB,11596,0.02825412140793045,0,2020
Kansas,4,"Estes, Ron",R,203432,0.6365246340715524,1,2020
Kansas,4,"Lombard, Laura",D,116166,0.3634753659284476,0,2020
Kentucky,1,"Comer, James R.",R,246329,0.749928456175602,1,2020
Kentucky,1,"Rhodes, James",D,82141,0.25007154382439795,0,2020
Kentucky,2,"Guthrie, S. Brett",R,255735,0.7095885393688661,1,2020
Kentucky,2,"Linderman, Hank",D,94643,0.2626061670537377,0,2020
Kentucky,2,"Perry, Robert Lee",LIB,7588,0.02105444243740965,0,2020
Kentucky,2,"Carter, Lewis",POP,2431,0.0067453017350214625,0,2020
Kentucky,2,"Tribble, Poet J.",W,2,5.549404965052623e-6,0,2020
Kentucky,3,"Yarmuth, John A.",D,230672,0.6266609073151914,1,2020
Kentucky,3,"Palazzo, Rhonda",R,137425,0.37333909268480864,0,2020
Kentucky,4,"Massie, Thomas",R,256613,0.6708678750042483,1,2020
Kentucky,4,"Owensby, Alexandra",D,125896,0.32913212499575173,0,2020
Kentucky,5,"Rogers, Harold ""Hal""",R,250914,0.8420780615498205,1,2020
Kentucky,5,"Best, Matthew Ryan",D,47056,0.15792193845017954,0,2020
Kentucky,6,"Barr, Andy",R,216948,0.5732540626238605,1,2020
Kentucky,6,"Hicks, Josh",D,155011,0.40959439820319726,0,2020
Kentucky,6,"Harris, Frank",LIB,6491,0.017151539172942265,0,2020
Louisiana,1,"Scalise, Steve",R,270330,0.722095045262829,1,2020
Louisiana,1,"Dugas, Lee Ann",D,94730,0.2530391138155136,0,2020
Louisiana,1,"Kearney, Howard",LIB,9309,0.024865840921657507,0,2020
Louisiana,2,"Richmond, Cedric L.",D,201636,0.6361118296937996,1,2020
Louisiana,2,"Schilling, David M.",R,47575,0.1500873866654889,0,2020
Louisiana,2,"Harris, Glenn Adrian",D,33684,0.1062647090371062,0,2020
Louisiana,2,"Vincent, Sheldon C., Sr.",R,15565,0.04910373459691718,0,2020
Louisiana,2,"Batiste, Belden ""Noonie Man""",IND,12268,0.03870251307645229,0,2020
Louisiana,2,"James, Colby",IND,6254,0.019729826930235787,0,2020
Louisiana,3,"Higgins, Clay",R,230480,0.6776431847583206,1,2020
Louisiana,3,"Harris, Braylon",D,60852,0.17891332470892626,0,2020
Louisiana,3,"Anderson, ""Rob""",D,39423,0.1159090909090909,0,2020
Louisiana,3,"Leleux, Brandon",LIB,9365,0.027534399623662238,0,2020
Louisiana,4,"Johnson, ""Mike""",R,185265,0.6042997214411993,1,2020
Louisiana,4,"Houston, Kenny",D,78157,0.25493349163997414,0,2020
Louisiana,4,"Trundle, Ryan",D,23813,0.07767354474228418,0,2020
Louisiana,4,"Gibson, Ben",R,19343,0.06309324217654234,0,2020
Louisiana,5,"Letlow, Luke J.",R,102533,0.3312260140330021,1,2020
Louisiana,5,"Harris, Lance",R,51240,0.16552740053495976,0,2020
Louisiana,5,"Christophe, Sandra ""Candy""",D,50812,0.16414477509723605,0,2020
Louisiana,5,"Lemelle, Martin, Jr.",D,32186,0.10397472509012909,0,2020
Louisiana,5,"Robinson, ""Scotty""",R,23887,0.07716535941800515,0,2020
Louisiana,5,"Guillory, Allen, Sr.",R,22496,0.0726718267454031,0,2020
Louisiana,5,"Hasty, ""Matt""",R,9834,0.03176808073498818,0,2020
Louisiana,5,"Snowden, Phillip",D,9432,0.03046944656217292,0,2020
Louisiana,5,"Lagarde, Jesse P.",D,7136,0.023052371784103683,0,2020
Louisiana,6,"Graves, Garret",R,265706,0.7104514486785954,1,2020
Louisiana,6,"Williams, Dartanyon ""DAW""",D,95541,0.25545995144333095,0,2020
Louisiana,6,"Sloan, Shannon",LIB,9732,0.02602166868094846,0,2020
Louisiana,6,"Torregano, Richard ""RPT""",NPA,3017,0.008066931197125102,0,2020
Maine,1,"Pingree, Chellie M.",D,271004,0.6215303180766328,1,2020
Maine,1,"Allen, Jay T.",R,165008,0.3784352803840129,0,2020
Maine,2,"Golden, Jared F.",D,197974,0.5304272107385427,1,2020
Maine,2,"Crafts, Dale John",R*,175228,0.4694843731161333,0,2020
Maryland,1,"Harris, Andy",R,250901,0.6343508864190289,1,2020
Maryland,1,"Mason, Mia",D,143877,0.36376300806019357,0,2020
Maryland,2,"Ruppersberger, C.A. Dutch",D,224836,0.6771638365670158,1,2020
Maryland,2,"Salling, Johnny Ray",R,106355,0.3203213001391457,0,2020
Maryland,3,"Sarbanes, John",D,260358,0.6976254401054646,1,2020
Maryland,3,"Anthony, Charles",R,112117,0.300415856122356,0,2020
Maryland,4,"Brown, Anthony G.",D,282119,0.7957571877053781,1,2020
Maryland,4,"McDermott, George E.",R,71671,0.20215835658013873,0,2020
Maryland,5,"Hoyer, Steny H.",D,274210,0.687520528333488,1,2020
Maryland,5,"Palombi, Chris",R,123525,0.3097114374471905,0,2020
Maryland,6,"Trone, David J.",D,215540,0.5882096093703095,1,2020
Maryland,6,"Parrott, Neil C.",R,143599,0.3918823034980378,0,2020
Maryland,6,"Gluck, George",GRE,6893,0.01881102736099816,0,2020
Maryland,6,"Herrick, Jason",W,46,1.25534202612203e-4,0,2020
Maryland,7,"Mfume, Kweisi  #",D,237084,0.7162701889437398,1,2020
Maryland,7,"Klacik, Kimberly",R,92825,0.280439760965323,0,2020
Maryland,7,"Smith, Charles U.",W,21,6.344449211173481e-5,0,2020
Maryland,7,"Bly, Ray",W,16,4.833866065655986e-5,0,2020
Maryland,8,"Raskin, Jamie",D,274716,0.6823309671298067,1,2020
Maryland,8,"Coll, Gregory Thomas",R,127157,0.31582856035806006,0,2020
Maryland,8,"Young, Lih",W,27,6.70617514542465e-5,0,2020
Massachusetts,1,"Neal, Richard E.",D,275376,0.9651073135855776,1,2020
Massachusetts,1,All Others,W,8682,0.03042771227902934,0,2020
Massachusetts,1,"Morse, Alex B.",W,1274,0.004464974135393156,0,2020
Massachusetts,2,"McGovern, James P.",D,249854,0.6532950540198509,1,2020
Massachusetts,2,"Lovvorn, Tracy Lyn",R,132220,0.3457165866566262,0,2020
Massachusetts,2,All Others,W,378,9.88359323522952e-4,0,2020
Massachusetts,3,"Trahan, Lori Loureiro",D,286896,0.9773692763142205,1,2020
Massachusetts,3,All Others,W,6643,0.022630723685779404,0,2020
Massachusetts,4,"Auchincloss, Jake",D,251102,0.608255838458613,1,2020
Massachusetts,4,"Hall, Julie A.",R,160474,0.3887234965106111,0,2020
Massachusetts,4,All Others,W,1247,0.0030206650307759014,0,2020
Massachusetts,5,"Clark, Katherine M.",D,294427,0.7431590956704351,1,2020
Massachusetts,5,"Colarusso, Caroline",R,101351,0.2558186494624959,0,2020
Massachusetts,5,All Others,W,405,0.001022254867069006,0,2020
Massachusetts,6,"Moulton, Seth",D,286377,0.6543112843489606,1,2020
Massachusetts,6,"Moran, John Paul",R,150695,0.3443064177464203,0,2020
Massachusetts,6,All Others,W,605,0.0013822979046191597,0,2020
Massachusetts,7,"Pressley, Ayanna S.",D,267362,0.8662303580106917,1,2020
Massachusetts,7,"Owens, Roy A., Sr.",IND,38675,0.12530374210270534,0,2020
Massachusetts,7,All Others,W,1906,0.0061752794427344885,0,2020
Massachusetts,7,"Campbell, Rayla Danella",W,695,0.0022517414547221773,0,2020
Massachusetts,7,"Miselman, Rachel Nicole",W,11,3.563907338409201e-5,0,2020
Massachusetts,7,"Joseph, Claudette N.",W,1,3.239915762190183e-6,0,2020
Massachusetts,8,"Lynch, Stephen F.",D,310940,0.8067960384119398,1,2020
Massachusetts,8,"Lott, Jonathan D.",HES,72060,0.18697408673044438,0,2020
Massachusetts,8,All Others,W,2401,0.006229874857615834,0,2020
Massachusetts,9,"Keating, Bill",D,260262,0.6129566345816425,1,2020
Massachusetts,9,"Brady, Helen",R,154261,0.3633081410547785,0,2020
Massachusetts,9,"Manley, Michael",CTA,9717,0.022885014401756002,0,2020
Massachusetts,9,All Others,W,361,8.50209961822982e-4,0,2020
Michigan,1,"Bergman, Jack",R,256581,0.6164567211011511,1,2020
Michigan,1,"Ferguson, Dana",D,153328,0.36838299068519215,0,2020
Michigan,1,"Boren, Ben",LIB,6310,0.015160288213656753,0,2020
Michigan,2,"Huizenga, Bill",R,238711,0.591972165942958,1,2020
Michigan,2,"Berghoef, Bryan",D,154122,0.3822024714381012,0,2020
Michigan,2,"Riekse, Max",LIB,5292,0.01312347023040469,0,2020
Michigan,2,"Creviere, Jean-Michel",GRE,2646,0.006561735115202345,0,2020
Michigan,2,"Van Sickle, Gerald T.",UST,2476,0.0061401572733337136,0,2020
Michigan,3,"Meijer, Peter",R,213649,0.529595780069853,1,2020
Michigan,3,"Scholten, Hillary",D,189769,0.47040174111779565,0,2020
